lemma,tag
ესწრება,V;ARGNO3S;ARGAC2S;SBJV;FUT
ესწრება,V;ARGNO1P;ARGAC2S;SBJV;FUT
ესწრება,V;ARGNO3P;ARGAC2S;SBJV;FUT
ესწრება,V;ARGNO1S;ARGAC3S;SBJV;FUT
ესწრება,V;ARGNO2S;ARGAC3S;SBJV;FUT
ესწრება,V;ARGNO3S;ARGAC3S;SBJV;FUT
ესწრება,V;ARGNO1P;ARGAC3S;SBJV;FUT
ესწრება,V;ARGNO2P;ARGAC3S;SBJV;FUT
ესწრება,V;ARGNO3P;ARGAC3S;SBJV;FUT
ესწრება,V;ARGNO2S;ARGAC1P;SBJV;FUT
ესწრება,V;ARGNO3S;ARGAC1P;SBJV;FUT
ესწრება,V;ARGNO2P;ARGAC1P;SBJV;FUT
ესწრება,V;ARGNO3P;ARGAC1P;SBJV;FUT
ესწრება,V;ARGNO1S;ARGAC2P;SBJV;FUT
ესწრება,V;ARGNO3S;ARGAC2P;SBJV;FUT
ესწრება,V;ARGNO1P;ARGAC2P;SBJV;FUT
ესწრება,V;ARGNO3P;ARGAC2P;SBJV;FUT
ესწრება,V;ARGNO1S;ARGAC3P;SBJV;FUT
ესწრება,V;ARGNO2S;ARGAC3P;SBJV;FUT
ესწრება,V;ARGNO3S;ARGAC3P;SBJV;FUT
ესწრება,V;ARGNO1P;ARGAC3P;SBJV;FUT
ესწრება,V;ARGNO2P;ARGAC3P;SBJV;FUT
ესწრება,V;ARGNO3P;ARGAC3P;SBJV;FUT
ესწრება,V;ARGNO2S;ARGAC1S;IND;PST;PFV
ესწრება,V;ARGNO3S;ARGAC1S;IND;PST;PFV
ესწრება,V;ARGNO2P;ARGAC1S;IND;PST;PFV
ესწრება,V;ARGNO3P;ARGAC1S;IND;PST;PFV
ესწრება,V;ARGNO1S;ARGAC2S;IND;PST;PFV
ესწრება,V;ARGNO3S;ARGAC2S;IND;PST;PFV
ესწრება,V;ARGNO1P;ARGAC2S;IND;PST;PFV
ესწრება,V;ARGNO3P;ARGAC2S;IND;PST;PFV
ესწრება,V;ARGNO1S;ARGAC3S;IND;PST;PFV
ესწრება,V;ARGNO2S;ARGAC3S;IND;PST;PFV
ესწრება,V;ARGNO3S;ARGAC3S;IND;PST;PFV
ესწრება,V;ARGNO1P;ARGAC3S;IND;PST;PFV
ესწრება,V;ARGNO2P;ARGAC3S;IND;PST;PFV
ესწრება,V;ARGNO3P;ARGAC3S;IND;PST;PFV
ესწრება,V;ARGNO2S;ARGAC1P;IND;PST;PFV
ესწრება,V;ARGNO3S;ARGAC1P;IND;PST;PFV
ესწრება,V;ARGNO2P;ARGAC1P;IND;PST;PFV
ესწრება,V;ARGNO3P;ARGAC1P;IND;PST;PFV
ესწრება,V;ARGNO1S;ARGAC2P;IND;PST;PFV
ესწრება,V;ARGNO3S;ARGAC2P;IND;PST;PFV
ესწრება,V;ARGNO1P;ARGAC2P;IND;PST;PFV
ესწრება,V;ARGNO3P;ARGAC2P;IND;PST;PFV
ესწრება,V;ARGNO1S;ARGAC3P;IND;PST;PFV
ესწრება,V;ARGNO2S;ARGAC3P;IND;PST;PFV
ესწრება,V;ARGNO3S;ARGAC3P;IND;PST;PFV
ესწრება,V;ARGNO1P;ARGAC3P;IND;PST;PFV
ესწრება,V;ARGNO2P;ARGAC3P;IND;PST;PFV
ესწრება,V;ARGNO3P;ARGAC3P;IND;PST;PFV
ესწრება,V;ARGNO2P;ARGAC1S;IMP
ესწრება,V;ARGNO2S;ARGAC1S;IMP
ესწრება,V;ARGNO2P;ARGAC3S;IMP
ესწრება,V;ARGNO2S;ARGAC3S;IMP
ესწრება,V;ARGNO2P;ARGAC1P;IMP
ესწრება,V;ARGNO2S;ARGAC1P;IMP
ესწრება,V;ARGNO2P;ARGAC3P;IMP
ესწრება,V;ARGNO2S;ARGAC3P;IMP
ესწრება,V;ARGNO2S;ARGAC1S;OPT
ესწრება,V;ARGNO3S;ARGAC1S;OPT
ესწრება,V;ARGNO2P;ARGAC1S;OPT
ესწრება,V;ARGNO3P;ARGAC1S;OPT
ესწრება,V;ARGNO1S;ARGAC2S;OPT
ესწრება,V;ARGNO3S;ARGAC2S;OPT
ესწრება,V;ARGNO1P;ARGAC2S;OPT
ესწრება,V;ARGNO3P;ARGAC2S;OPT
ესწრება,V;ARGNO1S;ARGAC3S;OPT
ესწრება,V;ARGNO2S;ARGAC3S;OPT
ესწრება,V;ARGNO3S;ARGAC3S;OPT
ესწრება,V;ARGNO1P;ARGAC3S;OPT
ესწრება,V;ARGNO2P;ARGAC3S;OPT
ესწრება,V;ARGNO3P;ARGAC3S;OPT
ესწრება,V;ARGNO2S;ARGAC1P;OPT
ესწრება,V;ARGNO3S;ARGAC1P;OPT
ესწრება,V;ARGNO2P;ARGAC1P;OPT
ესწრება,V;ARGNO3P;ARGAC1P;OPT
ესწრება,V;ARGNO1S;ARGAC2P;OPT
ესწრება,V;ARGNO3S;ARGAC2P;OPT
ესწრება,V;ARGNO1P;ARGAC2P;OPT
ესწრება,V;ARGNO3P;ARGAC2P;OPT
ესწრება,V;ARGNO1S;ARGAC3P;OPT
ესწრება,V;ARGNO2S;ARGAC3P;OPT
ესწრება,V;ARGNO3S;ARGAC3P;OPT
ესწრება,V;ARGNO1P;ARGAC3P;OPT
ესწრება,V;ARGNO2P;ARGAC3P;OPT
ესწრება,V;ARGNO3P;ARGAC3P;OPT
ესწრება,V;ARGNO3S;ARGAC1S;IMP
ესწრება,V;ARGNO3P;ARGAC1S;IMP
ესწრება,V;ARGNO3S;ARGAC2S;IMP
ესწრება,V;ARGNO1P;ARGAC2S;IMP
ესწრება,V;ARGNO3P;ARGAC2S;IMP
ესწრება,V;ARGNO3S;ARGAC3S;IMP
ესწრება,V;ARGNO1P;ARGAC3S;IMP
ესწრება,V;ARGNO3P;ARGAC3S;IMP
ესწრება,V;ARGNO3S;ARGAC1P;IMP
ესწრება,V;ARGNO3P;ARGAC1P;IMP
ესწრება,V;ARGNO3S;ARGAC2P;IMP
ესწრება,V;ARGNO1P;ARGAC2P;IMP
ესწრება,V;ARGNO3P;ARGAC2P;IMP
ესწრება,V;ARGNO3S;ARGAC3P;IMP
ესწრება,V;ARGNO1P;ARGAC3P;IMP
ესწრება,V;ARGNO3P;ARGAC3P;IMP
ესწრება,V;ARGNO2S;ARGAC1S;IND;PRF
ესწრება,V;ARGNO3S;ARGAC1S;IND;PRF
ესწრება,V;ARGNO2P;ARGAC1S;IND;PRF
ესწრება,V;ARGNO3P;ARGAC1S;IND;PRF
ესწრება,V;ARGNO1S;ARGAC2S;IND;PRF
ესწრება,V;ARGNO3S;ARGAC2S;IND;PRF
ესწრება,V;ARGNO1P;ARGAC2S;IND;PRF
ესწრება,V;ARGNO3P;ARGAC2S;IND;PRF
ესწრება,V;ARGNO1S;ARGAC3S;IND;PRF
ესწრება,V;ARGNO2S;ARGAC3S;IND;PRF
ესწრება,V;ARGNO3S;ARGAC3S;IND;PRF
ესწრება,V;ARGNO1P;ARGAC3S;IND;PRF
ესწრება,V;ARGNO2P;ARGAC3S;IND;PRF
ესწრება,V;ARGNO3P;ARGAC3S;IND;PRF
ესწრება,V;ARGNO2S;ARGAC1P;IND;PRF
ესწრება,V;ARGNO3S;ARGAC1P;IND;PRF
ესწრება,V;ARGNO2P;ARGAC1P;IND;PRF
ესწრება,V;ARGNO3P;ARGAC1P;IND;PRF
ესწრება,V;ARGNO1S;ARGAC2P;IND;PRF
ესწრება,V;ARGNO3S;ARGAC2P;IND;PRF
ესწრება,V;ARGNO1P;ARGAC2P;IND;PRF
ესწრება,V;ARGNO3P;ARGAC2P;IND;PRF
ესწრება,V;ARGNO1S;ARGAC3P;IND;PRF
ესწრება,V;ARGNO2S;ARGAC3P;IND;PRF
ესწრება,V;ARGNO3S;ARGAC3P;IND;PRF
ესწრება,V;ARGNO1P;ARGAC3P;IND;PRF
ესწრება,V;ARGNO2P;ARGAC3P;IND;PRF
ესწრება,V;ARGNO3P;ARGAC3P;IND;PRF
ესწრება,V;ARGNO2S;ARGAC1S;IND;PST;PRF
ესწრება,V;ARGNO3S;ARGAC1S;IND;PST;PRF
ესწრება,V;ARGNO2P;ARGAC1S;IND;PST;PRF
ესწრება,V;ARGNO3P;ARGAC1S;IND;PST;PRF
ესწრება,V;ARGNO1S;ARGAC2S;IND;PST;PRF
ესწრება,V;ARGNO3S;ARGAC2S;IND;PST;PRF
ესწრება,V;ARGNO1P;ARGAC2S;IND;PST;PRF
ესწრება,V;ARGNO3P;ARGAC2S;IND;PST;PRF
ესწრება,V;ARGNO1S;ARGAC3S;IND;PST;PRF
ესწრება,V;ARGNO2S;ARGAC3S;IND;PST;PRF
ესწრება,V;ARGNO3S;ARGAC3S;IND;PST;PRF
ესწრება,V;ARGNO1P;ARGAC3S;IND;PST;PRF
ესწრება,V;ARGNO2P;ARGAC3S;IND;PST;PRF
ესწრება,V;ARGNO3P;ARGAC3S;IND;PST;PRF
ესწრება,V;ARGNO2S;ARGAC1P;IND;PST;PRF
ესწრება,V;ARGNO3S;ARGAC1P;IND;PST;PRF
ესწრება,V;ARGNO2P;ARGAC1P;IND;PST;PRF
ესწრება,V;ARGNO3P;ARGAC1P;IND;PST;PRF
ესწრება,V;ARGNO1S;ARGAC2P;IND;PST;PRF
ესწრება,V;ARGNO3S;ARGAC2P;IND;PST;PRF
ესწრება,V;ARGNO1P;ARGAC2P;IND;PST;PRF
ესწრება,V;ARGNO3P;ARGAC2P;IND;PST;PRF
ესწრება,V;ARGNO1S;ARGAC3P;IND;PST;PRF
ესწრება,V;ARGNO2S;ARGAC3P;IND;PST;PRF
ესწრება,V;ARGNO3S;ARGAC3P;IND;PST;PRF
ესწრება,V;ARGNO1P;ARGAC3P;IND;PST;PRF
ესწრება,V;ARGNO2P;ARGAC3P;IND;PST;PRF
ესწრება,V;ARGNO3P;ARGAC3P;IND;PST;PRF
ესწრება,V;ARGNO2S;ARGAC1S;SBJV;PRF
ესწრება,V;ARGNO3S;ARGAC1S;SBJV;PRF
ესწრება,V;ARGNO2P;ARGAC1S;SBJV;PRF
ესწრება,V;ARGNO3P;ARGAC1S;SBJV;PRF
ესწრება,V;ARGNO1S;ARGAC2S;SBJV;PRF
ესწრება,V;ARGNO3S;ARGAC2S;SBJV;PRF
ესწრება,V;ARGNO1P;ARGAC2S;SBJV;PRF
ესწრება,V;ARGNO3P;ARGAC2S;SBJV;PRF
ესწრება,V;ARGNO1S;ARGAC3S;SBJV;PRF
ესწრება,V;ARGNO2S;ARGAC3S;SBJV;PRF
ესწრება,V;ARGNO3S;ARGAC3S;SBJV;PRF
ესწრება,V;ARGNO1P;ARGAC3S;SBJV;PRF
ესწრება,V;ARGNO2P;ARGAC3S;SBJV;PRF
ესწრება,V;ARGNO3P;ARGAC3S;SBJV;PRF
ესწრება,V;ARGNO2S;ARGAC1P;SBJV;PRF
ესწრება,V;ARGNO3S;ARGAC1P;SBJV;PRF
ესწრება,V;ARGNO2P;ARGAC1P;SBJV;PRF
ესწრება,V;ARGNO3P;ARGAC1P;SBJV;PRF
ესწრება,V;ARGNO1S;ARGAC2P;SBJV;PRF
ესწრება,V;ARGNO3S;ARGAC2P;SBJV;PRF
ესწრება,V;ARGNO1P;ARGAC2P;SBJV;PRF
ესწრება,V;ARGNO3P;ARGAC2P;SBJV;PRF
ესწრება,V;ARGNO1S;ARGAC3P;SBJV;PRF
ესწრება,V;ARGNO2S;ARGAC3P;SBJV;PRF
ესწრება,V;ARGNO3S;ARGAC3P;SBJV;PRF
ესწრება,V;ARGNO1P;ARGAC3P;SBJV;PRF
ესწრება,V;ARGNO2P;ARGAC3P;SBJV;PRF
ესწრება,V;ARGNO3P;ARGAC3P;SBJV;PRF
ესწრება,V;V.MSDR;PRF
ეხმარება,V;ARGNO2S;ARGAC1S;IND;PRS
ეხმარება,V;ARGNO3S;ARGAC1S;IND;PRS
ეხმარება,V;ARGNO2P;ARGAC1S;IND;PRS
ეხმარება,V;ARGNO3P;ARGAC1S;IND;PRS
ეხმარება,V;ARGNO1S;ARGAC2S;IND;PRS
ეხმარება,V;ARGNO3S;ARGAC2S;IND;PRS
ეხმარება,V;ARGNO1P;ARGAC2S;IND;PRS
ეხმარება,V;ARGNO3P;ARGAC2S;IND;PRS
ეხმარება,V;ARGNO1S;ARGAC3S;IND;PRS
ეხმარება,V;ARGNO2S;ARGAC3S;IND;PRS
ეხმარება,V;ARGNO3S;ARGAC3S;IND;PRS
ეხმარება,V;ARGNO1P;ARGAC3S;IND;PRS
ეხმარება,V;ARGNO2P;ARGAC3S;IND;PRS
ეხმარება,V;ARGNO3P;ARGAC3S;IND;PRS
ეხმარება,V;ARGNO2S;ARGAC1P;IND;PRS
ეხმარება,V;ARGNO3S;ARGAC1P;IND;PRS
ეხმარება,V;ARGNO2P;ARGAC1P;IND;PRS
ეხმარება,V;ARGNO3P;ARGAC1P;IND;PRS
ეხმარება,V;ARGNO1S;ARGAC2P;IND;PRS
ეხმარება,V;ARGNO3S;ARGAC2P;IND;PRS
ეხმარება,V;ARGNO1P;ARGAC2P;IND;PRS
ეხმარება,V;ARGNO3P;ARGAC2P;IND;PRS
ეხმარება,V;ARGNO1S;ARGAC3P;IND;PRS
ეხმარება,V;ARGNO2S;ARGAC3P;IND;PRS
ეხმარება,V;ARGNO3S;ARGAC3P;IND;PRS
ეხმარება,V;ARGNO1P;ARGAC3P;IND;PRS
ეხმარება,V;ARGNO2P;ARGAC3P;IND;PRS
ეხმარება,V;ARGNO3P;ARGAC3P;IND;PRS
ეხმარება,V;ARGNO2S;ARGAC1S;IND;IPFV
ეხმარება,V;ARGNO3S;ARGAC1S;IND;IPFV
ეხმარება,V;ARGNO2P;ARGAC1S;IND;IPFV
ეხმარება,V;ARGNO3P;ARGAC1S;IND;IPFV
ეხმარება,V;ARGNO1S;ARGAC2S;IND;IPFV
ეხმარება,V;ARGNO3S;ARGAC2S;IND;IPFV
ეხმარება,V;ARGNO1P;ARGAC2S;IND;IPFV
ეხმარება,V;ARGNO3P;ARGAC2S;IND;IPFV
ეხმარება,V;ARGNO1S;ARGAC3S;IND;IPFV
ეხმარება,V;ARGNO2S;ARGAC3S;IND;IPFV
ეხმარება,V;ARGNO3S;ARGAC3S;IND;IPFV
ეხმარება,V;ARGNO1P;ARGAC3S;IND;IPFV
ეხმარება,V;ARGNO2P;ARGAC3S;IND;IPFV
ეხმარება,V;ARGNO3P;ARGAC3S;IND;IPFV
ეხმარება,V;ARGNO2S;ARGAC1P;IND;IPFV
ეხმარება,V;ARGNO3S;ARGAC1P;IND;IPFV
ეხმარება,V;ARGNO2P;ARGAC1P;IND;IPFV
ეხმარება,V;ARGNO3P;ARGAC1P;IND;IPFV
ეხმარება,V;ARGNO1S;ARGAC2P;IND;IPFV
ეხმარება,V;ARGNO3S;ARGAC2P;IND;IPFV
ეხმარება,V;ARGNO1P;ARGAC2P;IND;IPFV
ეხმარება,V;ARGNO3P;ARGAC2P;IND;IPFV
ეხმარება,V;ARGNO1S;ARGAC3P;IND;IPFV
ეხმარება,V;ARGNO2S;ARGAC3P;IND;IPFV
ეხმარება,V;ARGNO3S;ARGAC3P;IND;IPFV
ეხმარება,V;ARGNO1P;ARGAC3P;IND;IPFV
ეხმარება,V;ARGNO2P;ARGAC3P;IND;IPFV
ეხმარება,V;ARGNO3P;ARGAC3P;IND;IPFV
ეხმარება,V;ARGNO2S;ARGAC1S;SBJV;PRS
ეხმარება,V;ARGNO3S;ARGAC1S;SBJV;PRS
ეხმარება,V;ARGNO2P;ARGAC1S;SBJV;PRS
ეხმარება,V;ARGNO3P;ARGAC1S;SBJV;PRS
ეხმარება,V;ARGNO1S;ARGAC2S;SBJV;PRS
ეხმარება,V;ARGNO3S;ARGAC2S;SBJV;PRS
ეხმარება,V;ARGNO1P;ARGAC2S;SBJV;PRS
ეხმარება,V;ARGNO3P;ARGAC2S;SBJV;PRS
ეხმარება,V;ARGNO1S;ARGAC3S;SBJV;PRS
ეხმარება,V;ARGNO2S;ARGAC3S;SBJV;PRS
ეხმარება,V;ARGNO3S;ARGAC3S;SBJV;PRS
ეხმარება,V;ARGNO1P;ARGAC3S;SBJV;PRS
ეხმარება,V;ARGNO2P;ARGAC3S;SBJV;PRS
ეხმარება,V;ARGNO3P;ARGAC3S;SBJV;PRS
ეხმარება,V;ARGNO2S;ARGAC1P;SBJV;PRS
ეხმარება,V;ARGNO3S;ARGAC1P;SBJV;PRS
ეხმარება,V;ARGNO2P;ARGAC1P;SBJV;PRS
ეხმარება,V;ARGNO3P;ARGAC1P;SBJV;PRS
ეხმარება,V;ARGNO1S;ARGAC2P;SBJV;PRS
ეხმარება,V;ARGNO3S;ARGAC2P;SBJV;PRS
ეხმარება,V;ARGNO1P;ARGAC2P;SBJV;PRS
ეხმარება,V;ARGNO3P;ARGAC2P;SBJV;PRS
ეხმარება,V;ARGNO1S;ARGAC3P;SBJV;PRS
ეხმარება,V;ARGNO2S;ARGAC3P;SBJV;PRS
ეხმარება,V;ARGNO3S;ARGAC3P;SBJV;PRS
ეხმარება,V;ARGNO1P;ARGAC3P;SBJV;PRS
ეხმარება,V;ARGNO2P;ARGAC3P;SBJV;PRS
ეხმარება,V;ARGNO3P;ARGAC3P;SBJV;PRS
ეხმარება,V;ARGNO2S;ARGAC1S;IND;FUT
ეხმარება,V;ARGNO3S;ARGAC1S;IND;FUT
ეხმარება,V;ARGNO2P;ARGAC1S;IND;FUT
ეხმარება,V;ARGNO3P;ARGAC1S;IND;FUT
ეხმარება,V;ARGNO1S;ARGAC2S;IND;FUT
ეხმარება,V;ARGNO3S;ARGAC2S;IND;FUT
ეხმარება,V;ARGNO1P;ARGAC2S;IND;FUT
ეხმარება,V;ARGNO3P;ARGAC2S;IND;FUT
ეხმარება,V;ARGNO1S;ARGAC3S;IND;FUT
ეხმარება,V;ARGNO2S;ARGAC3S;IND;FUT
ეხმარება,V;ARGNO3S;ARGAC3S;IND;FUT
ეხმარება,V;ARGNO1P;ARGAC3S;IND;FUT
ეხმარება,V;ARGNO2P;ARGAC3S;IND;FUT
ეხმარება,V;ARGNO3P;ARGAC3S;IND;FUT
ეხმარება,V;ARGNO2S;ARGAC1P;IND;FUT
ეხმარება,V;ARGNO3S;ARGAC1P;IND;FUT
ეხმარება,V;ARGNO2P;ARGAC1P;IND;FUT
ეხმარება,V;ARGNO3P;ARGAC1P;IND;FUT
ეხმარება,V;ARGNO1S;ARGAC2P;IND;FUT
ეხმარება,V;ARGNO3S;ARGAC2P;IND;FUT
ეხმარება,V;ARGNO1P;ARGAC2P;IND;FUT
ეხმარება,V;ARGNO3P;ARGAC2P;IND;FUT
ეხმარება,V;ARGNO1S;ARGAC3P;IND;FUT
ეხმარება,V;ARGNO2S;ARGAC3P;IND;FUT
ეხმარება,V;ARGNO3S;ARGAC3P;IND;FUT
ეხმარება,V;ARGNO1P;ARGAC3P;IND;FUT
ეხმარება,V;ARGNO2P;ARGAC3P;IND;FUT
ეხმარება,V;ARGNO3P;ARGAC3P;IND;FUT
ეხმარება,V;ARGNO2S;ARGAC1S;COND
ეხმარება,V;ARGNO3S;ARGAC1S;COND
ეხმარება,V;ARGNO2P;ARGAC1S;COND
ეხმარება,V;ARGNO3P;ARGAC1S;COND
ეხმარება,V;ARGNO1S;ARGAC2S;COND
ეხმარება,V;ARGNO3S;ARGAC2S;COND
ეხმარება,V;ARGNO1P;ARGAC2S;COND
ეხმარება,V;ARGNO3P;ARGAC2S;COND
ეხმარება,V;ARGNO1S;ARGAC3S;COND
ეხმარება,V;ARGNO2S;ARGAC3S;COND
ეხმარება,V;ARGNO3S;ARGAC3S;COND
ეხმარება,V;ARGNO1P;ARGAC3S;COND
ეხმარება,V;ARGNO2P;ARGAC3S;COND
ეხმარება,V;ARGNO3P;ARGAC3S;COND
ეხმარება,V;ARGNO2S;ARGAC1P;COND
ეხმარება,V;ARGNO3S;ARGAC1P;COND
ეხმარება,V;ARGNO2P;ARGAC1P;COND
ეხმარება,V;ARGNO3P;ARGAC1P;COND
ეხმარება,V;ARGNO1S;ARGAC2P;COND
ეხმარება,V;ARGNO3S;ARGAC2P;COND
ეხმარება,V;ARGNO1P;ARGAC2P;COND
ეხმარება,V;ARGNO3P;ARGAC2P;COND
ეხმარება,V;ARGNO1S;ARGAC3P;COND
ეხმარება,V;ARGNO2S;ARGAC3P;COND
ეხმარება,V;ARGNO3S;ARGAC3P;COND
ეხმარება,V;ARGNO1P;ARGAC3P;COND
ეხმარება,V;ARGNO2P;ARGAC3P;COND
ეხმარება,V;ARGNO3P;ARGAC3P;COND
ეხმარება,V;ARGNO2S;ARGAC1S;SBJV;FUT
ეხმარება,V;ARGNO3S;ARGAC1S;SBJV;FUT
ეხმარება,V;ARGNO2P;ARGAC1S;SBJV;FUT
ეხმარება,V;ARGNO3P;ARGAC1S;SBJV;FUT
ეხმარება,V;ARGNO1S;ARGAC2S;SBJV;FUT
ეხმარება,V;ARGNO3S;ARGAC2S;SBJV;FUT
ეხმარება,V;ARGNO1P;ARGAC2S;SBJV;FUT
ეხმარება,V;ARGNO3P;ARGAC2S;SBJV;FUT
ეხმარება,V;ARGNO1S;ARGAC3S;SBJV;FUT
ეხმარება,V;ARGNO2S;ARGAC3S;SBJV;FUT
ეხმარება,V;ARGNO3S;ARGAC3S;SBJV;FUT
ეხმარება,V;ARGNO1P;ARGAC3S;SBJV;FUT
ეხმარება,V;ARGNO2P;ARGAC3S;SBJV;FUT
ეხმარება,V;ARGNO3P;ARGAC3S;SBJV;FUT
ეხმარება,V;ARGNO2S;ARGAC1P;SBJV;FUT
ეხმარება,V;ARGNO3S;ARGAC1P;SBJV;FUT
ეხმარება,V;ARGNO2P;ARGAC1P;SBJV;FUT
ეხმარება,V;ARGNO3P;ARGAC1P;SBJV;FUT
ეხმარება,V;ARGNO1S;ARGAC2P;SBJV;FUT
ეხმარება,V;ARGNO3S;ARGAC2P;SBJV;FUT
ეხმარება,V;ARGNO1P;ARGAC2P;SBJV;FUT
ეხმარება,V;ARGNO3P;ARGAC2P;SBJV;FUT
ეხმარება,V;ARGNO1S;ARGAC3P;SBJV;FUT
ეხმარება,V;ARGNO2S;ARGAC3P;SBJV;FUT
ეხმარება,V;ARGNO3S;ARGAC3P;SBJV;FUT
ეხმარება,V;ARGNO1P;ARGAC3P;SBJV;FUT
ეხმარება,V;ARGNO2P;ARGAC3P;SBJV;FUT
ეხმარება,V;ARGNO3P;ARGAC3P;SBJV;FUT
ეხმარება,V;ARGNO2S;ARGAC1S;IND;PST;PFV
ეხმარება,V;ARGNO3S;ARGAC1S;IND;PST;PFV
ეხმარება,V;ARGNO2P;ARGAC1S;IND;PST;PFV
ეხმარება,V;ARGNO3P;ARGAC1S;IND;PST;PFV
ეხმარება,V;ARGNO1S;ARGAC2S;IND;PST;PFV
ეხმარება,V;ARGNO3S;ARGAC2S;IND;PST;PFV
ეხმარება,V;ARGNO1P;ARGAC2S;IND;PST;PFV
ეხმარება,V;ARGNO3P;ARGAC2S;IND;PST;PFV
ეხმარება,V;ARGNO1S;ARGAC3S;IND;PST;PFV
ეხმარება,V;ARGNO2S;ARGAC3S;IND;PST;PFV
ეხმარება,V;ARGNO3S;ARGAC3S;IND;PST;PFV
ეხმარება,V;ARGNO1P;ARGAC3S;IND;PST;PFV
ეხმარება,V;ARGNO2P;ARGAC3S;IND;PST;PFV
ეხმარება,V;ARGNO3P;ARGAC3S;IND;PST;PFV
ეხმარება,V;ARGNO2S;ARGAC1P;IND;PST;PFV
ეხმარება,V;ARGNO3S;ARGAC1P;IND;PST;PFV
ეხმარება,V;ARGNO2P;ARGAC1P;IND;PST;PFV
ეხმარება,V;ARGNO3P;ARGAC1P;IND;PST;PFV
ეხმარება,V;ARGNO1S;ARGAC2P;IND;PST;PFV
ეხმარება,V;ARGNO3S;ARGAC2P;IND;PST;PFV
ეხმარება,V;ARGNO1P;ARGAC2P;IND;PST;PFV
ეხმარება,V;ARGNO3P;ARGAC2P;IND;PST;PFV
ეხმარება,V;ARGNO1S;ARGAC3P;IND;PST;PFV
ეხმარება,V;ARGNO2S;ARGAC3P;IND;PST;PFV
ეხმარება,V;ARGNO3S;ARGAC3P;IND;PST;PFV
ეხმარება,V;ARGNO1P;ARGAC3P;IND;PST;PFV
ეხმარება,V;ARGNO2P;ARGAC3P;IND;PST;PFV
ეხმარება,V;ARGNO3P;ARGAC3P;IND;PST;PFV
ეხმარება,V;ARGNO2S;ARGAC1S;IMP
ეხმარება,V;ARGNO2P;ARGAC1S;IMP
ეხმარება,V;ARGNO2S;ARGAC3S;IMP
ეხმარება,V;ARGNO2P;ARGAC3S;IMP
ეხმარება,V;ARGNO2S;ARGAC1P;IMP
ეხმარება,V;ARGNO2P;ARGAC1P;IMP
ეხმარება,V;ARGNO2S;ARGAC3P;IMP
ეხმარება,V;ARGNO2P;ARGAC3P;IMP
ეხმარება,V;ARGNO2S;ARGAC1S;OPT
ეხმარება,V;ARGNO3S;ARGAC1S;OPT
ეხმარება,V;ARGNO2P;ARGAC1S;OPT
ეხმარება,V;ARGNO3P;ARGAC1S;OPT
ეხმარება,V;ARGNO1S;ARGAC2S;OPT
ეხმარება,V;ARGNO3S;ARGAC2S;OPT
ეხმარება,V;ARGNO1P;ARGAC2S;OPT
ეხმარება,V;ARGNO3P;ARGAC2S;OPT
ეხმარება,V;ARGNO1S;ARGAC3S;OPT
ეხმარება,V;ARGNO2S;ARGAC3S;OPT
ეხმარება,V;ARGNO3S;ARGAC3S;OPT
ეხმარება,V;ARGNO1P;ARGAC3S;OPT
ეხმარება,V;ARGNO2P;ARGAC3S;OPT
ეხმარება,V;ARGNO3P;ARGAC3S;OPT
ეხმარება,V;ARGNO2S;ARGAC1P;OPT
ეხმარება,V;ARGNO3S;ARGAC1P;OPT
ეხმარება,V;ARGNO2P;ARGAC1P;OPT
ეხმარება,V;ARGNO3P;ARGAC1P;OPT
ეხმარება,V;ARGNO1S;ARGAC2P;OPT
ეხმარება,V;ARGNO3S;ARGAC2P;OPT
ეხმარება,V;ARGNO1P;ARGAC2P;OPT
ეხმარება,V;ARGNO3P;ARGAC2P;OPT
ეხმარება,V;ARGNO1S;ARGAC3P;OPT
ეხმარება,V;ARGNO2S;ARGAC3P;OPT
ეხმარება,V;ARGNO3S;ARGAC3P;OPT
ეხმარება,V;ARGNO1P;ARGAC3P;OPT
ეხმარება,V;ARGNO2P;ARGAC3P;OPT
ეხმარება,V;ARGNO3P;ARGAC3P;OPT
ეხმარება,V;ARGNO3P;ARGAC1S;IMP
ეხმარება,V;ARGNO3S;ARGAC1S;IMP
ეხმარება,V;ARGNO1P;ARGAC2S;IMP
ეხმარება,V;ARGNO3S;ARGAC2S;IMP
ეხმარება,V;ARGNO3P;ARGAC2S;IMP
ეხმარება,V;ARGNO1P;ARGAC3S;IMP
ეხმარება,V;ARGNO3S;ARGAC3S;IMP
ეხმარება,V;ARGNO3P;ARGAC3S;IMP
ეხმარება,V;ARGNO3P;ARGAC1P;IMP
ეხმარება,V;ARGNO3S;ARGAC1P;IMP
ეხმარება,V;ARGNO1P;ARGAC2P;IMP
ეხმარება,V;ARGNO3S;ARGAC2P;IMP
ეხმარება,V;ARGNO3P;ARGAC2P;IMP
ეხმარება,V;ARGNO1P;ARGAC3P;IMP
ეხმარება,V;ARGNO3S;ARGAC3P;IMP
ეხმარება,V;ARGNO3P;ARGAC3P;IMP
ეხმარება,V;ARGNO2S;ARGAC1S;IND;PRF
ეხმარება,V;ARGNO3S;ARGAC1S;IND;PRF
ეხმარება,V;ARGNO2P;ARGAC1S;IND;PRF
ეხმარება,V;ARGNO3P;ARGAC1S;IND;PRF
ეხმარება,V;ARGNO1S;ARGAC2S;IND;PRF
